utterance_id,audio_path,language,speaker_id,gender,transcription,duration_sec,noise_level_db,collection_source,quality_flag,lang_warning
utt_0185,s3://india-speaks/raw/kn/utt_0185.wav,ur,62bf827c,F,aapka se hai,2.75,35.86,studio,-1,Detected:pt
utt_0186,s3://india-speaks/raw/gu/utt_0186.wav,te,c30d3894,Other,se namaste se,2.98,37.8,call-center,1,Detected:fr
utt_0187,s3://india-speaks/raw/gu/utt_0187.wav,pa,85ed9939,M,aaya aapka aapka dilli aaya se hai mera,1.34,37.17,studio,0,Detected:en
utt_0188,s3://india-speaks/raw/en/utt_0188.wav,ur,5cae224b,M,hai aapka se aapka hai mera se,2.22,23.2,studio,0,Detected:it
utt_0189,s3://india-speaks/raw/en/utt_0189.wav,pa,d1824fbc,F,namaste ho aapka hai swagat aaya,4.4,39.49,crowdsourced,0,Detected:it
utt_0190,s3://india-speaks/raw/gu/utt_0190.wav,te,3f3429a5,F,mera hu swagat hu,1.22,25.24,crowdsourced,1,Detected:hu
utt_0191,s3://india-speaks/raw/te/utt_0191.wav,te,1f4ac1e2,F,hai aapka hu aaya,2.77,45.91,crowdsourced,-1,Detected:en
utt_0192,s3://india-speaks/raw/ta/utt_0192.wav,bn,6206f99a,M,swagat mera naam hai aapka,3.85,46.3,crowdsourced,-1,Detected:nl
utt_0193,s3://india-speaks/raw/pa/utt_0193.wav,gu,568c56c5,Other,hai hai aaya hai mera kaise hai,4.74,35.19,crowdsourced,0,Detected:it
utt_0194,s3://india-speaks/raw/te/utt_0194.wav,ml,81cdcd47,M,se aaya hu se,2.91,56.21,call-center,1,Detected:hu
utt_0195,s3://india-speaks/raw/hi/utt_0195.wav,kn,cb9dfaa0,F,ho dilli se mera namaste,2.54,56.59,crowdsourced,0,Detected:pt
utt_0196,s3://india-speaks/raw/ur/utt_0196.wav,en,2a05d99b,M,aapka kaise aapka dilli kaise mera mera,2.98,31.47,call-center,0,Detected:fi
utt_0197,s3://india-speaks/raw/ml/utt_0197.wav,ur,aa3b0d9e,F,aapka hu aaya kaise naam naam mera mera,3.18,59.59,call-center,0,Detected:nl
utt_0198,s3://india-speaks/raw/en/utt_0198.wav,bn,f681418c,M,naam ho naam dilli,2.08,38.49,crowdsourced,1,Detected:nl
utt_0199,s3://india-speaks/raw/kn/utt_0199.wav,bn,64a594ac,F,hai namaste hu namaste,0.86,38.02,crowdsourced,-1,Detected:it
utt_0200,s3://india-speaks/raw/en/utt_0200.wav,en,629387b8,M,aaya namaste kaise aaya aaya,4.14,58.24,crowdsourced,-1,
utt_0201,s3://india-speaks/raw/ta/utt_0201.wav,ml,008fa22f,Other,ho se naam hu ho swagat swagat,4.25,56.76,crowdsourced,-1,Detected:nl
utt_0202,s3://india-speaks/raw/hi/utt_0202.wav,ml,ba8f2029,M,hu dilli kaise namaste,1.85,29.71,crowdsourced,-1,Detected:hu
utt_0203,s3://india-speaks/raw/en/utt_0203.wav,kn,85f747de,F,namaste aapka naam mera naam swagat aapka aapka,0.97,47.28,crowdsourced,1,Detected:nl
utt_0204,s3://india-speaks/raw/mr/utt_0204.wav,kn,210e5de4,F,naam se aapka,3.01,55.43,crowdsourced,1,Detected:nl
utt_0205,s3://india-speaks/raw/gu/utt_0205.wav,te,e12ffc84,Other,dilli dilli hai ho kaise,0.56,58.13,call-center,0,Detected:it
utt_0206,s3://india-speaks/raw/gu/utt_0206.wav,kn,fc352fcb,F,hai swagat aaya,2.41,24.61,studio,1,Detected:it
utt_0208,s3://india-speaks/raw/ml/utt_0208.wav,ur,dc7327ec,Other,namaste se hai aaya naam,1.14,26.09,crowdsourced,0,Detected:nl
utt_0209,s3://india-speaks/raw/ml/utt_0209.wav,en,16e080ef,M,dilli ho swagat hu mera hu aapka,0.79,24.21,call-center,-1,
utt_0210,s3://india-speaks/raw/hi/utt_0210.wav,hi,994bd181,M,swagat swagat dilli,3.72,52.45,call-center,1,Detected:tr
utt_0211,s3://india-speaks/raw/ur/utt_0211.wav,gu,ad46abb1,F,se mera kaise hai,4.78,36.76,studio,0,Detected:fi
utt_0212,s3://india-speaks/raw/ur/utt_0212.wav,ta,b63edef9,F,namaste kaise ho hai aapka,1.61,52.87,call-center,0,Detected:it
utt_0213,s3://india-speaks/raw/te/utt_0213.wav,kn,e04152b1,M,namaste hai naam namaste naam dilli kaise naam,1.37,37.08,studio,1,Detected:nl
utt_0214,s3://india-speaks/raw/kn/utt_0214.wav,ur,9ef0f3fa,F,hai aapka naam,0.53,57.05,call-center,-1,Detected:nl
utt_0216,s3://india-speaks/raw/en/utt_0216.wav,ur,2397f7ff,F,namaste kaise hu namaste kaise hai ho swagat dilli dilli,3.28,35.12,studio,-1,Detected:fi
utt_0217,s3://india-speaks/raw/pa/utt_0217.wav,ta,6090293e,Other,kaise aaya mera mera,1.81,25.46,studio,1,Detected:fi
utt_0218,s3://india-speaks/raw/en/utt_0218.wav,mr,82b71535,Other,naam kaise naam,4.47,24.48,studio,-1,Detected:nl
utt_0219,s3://india-speaks/raw/mr/utt_0219.wav,hi,9f7db34c,F,swagat hai aapka hai hu hai swagat,3.09,21.18,crowdsourced,1,Detected:it
utt_0220,s3://india-speaks/raw/en/utt_0220.wav,te,5d5b07fc,Other,dilli swagat hu mera dilli,4.69,31.73,studio,0,Detected:tr
utt_0221,s3://india-speaks/raw/kn/utt_0221.wav,te,228c0f97,F,ho aapka hai hai hu namaste dilli hai,0.83,47.1,call-center,1,Detected:it
utt_0222,s3://india-speaks/raw/pa/utt_0222.wav,en,20b646cf,M,hu naam hu aapka,4.15,55.61,crowdsourced,-1,Detected:nl
utt_0224,s3://india-speaks/raw/ta/utt_0224.wav,ta,8dd76ce6,F,naam hu se aapka aapka kaise hu,3.32,53.54,studio,1,Detected:fi
utt_0225,s3://india-speaks/raw/en/utt_0225.wav,bn,ff1f26a6,F,naam kaise namaste dilli ho hu hu,1.27,21.01,call-center,-1,Detected:hu
utt_0226,s3://india-speaks/raw/pa/utt_0226.wav,bn,7f0e202a,F,hai aapka aapka naam namaste aaya ho aaya aaya aapka,3.6,52.71,crowdsourced,1,Detected:en
utt_0227,s3://india-speaks/raw/ta/utt_0227.wav,hi,154fe646,M,kaise hai mera hai aaya hai hai hai,4.09,38.76,crowdsourced,0,Detected:it
utt_0228,s3://india-speaks/raw/gu/utt_0228.wav,te,cddff324,M,dilli naam swagat aapka kaise naam,1.7,26.54,crowdsourced,0,Detected:nl
utt_0229,s3://india-speaks/raw/bn/utt_0229.wav,ur,24751ae5,F,ho mera aapka mera hai aaya,2.78,42.84,call-center,0,Detected:it
utt_0230,s3://india-speaks/raw/mr/utt_0230.wav,ta,fd9966cc,Other,swagat aapka hu ho,0.84,52.79,studio,-1,Detected:en
utt_0231,s3://india-speaks/raw/ta/utt_0231.wav,gu,0a10cb0d,F,kaise kaise hu mera dilli mera hai namaste swagat,2.7,45.82,crowdsourced,0,Detected:fi
utt_0232,s3://india-speaks/raw/gu/utt_0232.wav,hi,b4dbc7e8,M,kaise namaste naam kaise hu kaise,3.98,37.91,crowdsourced,1,Detected:fi
utt_0233,s3://india-speaks/raw/pa/utt_0233.wav,kn,e9018878,M,swagat swagat namaste dilli ho hai swagat aapka hai aapka,1.3,29.85,call-center,-1,Detected:it
utt_0234,s3://india-speaks/raw/ta/utt_0234.wav,bn,0651ab2d,Other,aaya mera hai hai se aapka aaya kaise dilli swagat,1.22,57.79,studio,-1,Detected:it
utt_0235,s3://india-speaks/raw/en/utt_0235.wav,gu,232470d9,F,mera mera se hu ho aaya naam se naam,1.9,43.95,studio,-1,Detected:nl
utt_0236,s3://india-speaks/raw/kn/utt_0236.wav,mr,9f0fba8b,Other,aapka hai hai kaise hu hu,2.67,38.67,studio,1,Detected:it
utt_0237,s3://india-speaks/raw/en/utt_0237.wav,mr,f643fdae,M,namaste aaya hu mera kaise se hai hai,2.32,37.52,studio,1,Detected:it
utt_0238,s3://india-speaks/raw/bn/utt_0238.wav,hi,51157104,F,hu aaya hai hai naam namaste dilli swagat dilli se,1.58,59.95,studio,-1,Detected:it
utt_0239,s3://india-speaks/raw/te/utt_0239.wav,kn,ad3c2f90,F,kaise hu hu naam namaste se,0.69,56.0,crowdsourced,1,Detected:hu
utt_0241,s3://india-speaks/raw/te/utt_0241.wav,pa,029e44cf,Other,dilli hai ho ho,4.91,23.09,call-center,0,Detected:it
utt_0242,s3://india-speaks/raw/gu/utt_0242.wav,te,3d2be11c,Other,mera dilli aapka swagat ho swagat naam naam kaise,1.87,47.68,call-center,0,Detected:nl
utt_0243,s3://india-speaks/raw/ml/utt_0243.wav,te,e74e1406,M,hai dilli hu aaya aapka aapka se aapka namaste,1.84,23.72,crowdsourced,-1,Detected:en
utt_0244,s3://india-speaks/raw/kn/utt_0244.wav,pa,3c22b327,M,mera dilli hu aapka,3.97,55.72,crowdsourced,0,Detected:en
utt_0245,s3://india-speaks/raw/kn/utt_0245.wav,pa,a1272c05,M,hai aaya swagat,3.59,22.49,call-center,0,Detected:it
utt_0246,s3://india-speaks/raw/gu/utt_0246.wav,gu,3550a352,F,aapka aaya hu kaise se mera aaya hai se,2.57,50.26,call-center,-1,Detected:it
utt_0247,s3://india-speaks/raw/ur/utt_0247.wav,pa,4ce7d4d6,F,se mera hai hai hai aaya aaya hai,4.49,31.38,studio,-1,Detected:it
utt_0249,s3://india-speaks/raw/mr/utt_0249.wav,ur,151257c4,Other,namaste aapka kaise,2.07,50.15,studio,-1,Detected:fi
utt_0250,s3://india-speaks/raw/bn/utt_0250.wav,ta,3318b1a4,M,kaise hu hu hai hu swagat hai se,4.14,43.65,studio,1,Detected:it
utt_0251,s3://india-speaks/raw/mr/utt_0251.wav,en,dabb2d35,Other,aapka hai hu swagat aaya mera ho aapka se,3.28,32.03,studio,1,Detected:it
utt_0252,s3://india-speaks/raw/hi/utt_0252.wav,hi,1f44b245,M,se hai hai naam hu swagat aapka ho hai,1.19,26.43,studio,-1,Detected:it
utt_0253,s3://india-speaks/raw/en/utt_0253.wav,ml,01be5b74,M,hai naam hu,2.98,35.92,call-center,0,Detected:nl
utt_0254,s3://india-speaks/raw/ur/utt_0254.wav,ur,97a1ba15,F,dilli aapka ho,4.86,47.84,studio,1,Detected:pt
utt_0255,s3://india-speaks/raw/ur/utt_0255.wav,en,9bacd09a,M,swagat hai swagat swagat se dilli se kaise,1.02,35.69,studio,1,Detected:sq
utt_0256,s3://india-speaks/raw/ur/utt_0256.wav,pa,42753942,F,hai hu hai,3.64,36.18,crowdsourced,-1,Detected:it
utt_0257,s3://india-speaks/raw/bn/utt_0257.wav,hi,50c3180f,M,aapka hu aapka aapka,3.41,58.15,studio,0,Detected:en
utt_0258,s3://india-speaks/raw/mr/utt_0258.wav,gu,7ecfec44,Other,aapka mera kaise se ho,3.33,58.42,call-center,1,Detected:fi
utt_0259,s3://india-speaks/raw/te/utt_0259.wav,ta,9f47c4b9,F,ho mera hai,1.39,53.82,call-center,-1,Detected:it
utt_0260,s3://india-speaks/raw/pa/utt_0260.wav,hi,d0f0c04f,M,kaise kaise aaya se swagat namaste swagat naam naam,2.26,47.2,crowdsourced,0,Detected:nl
utt_0262,s3://india-speaks/raw/en/utt_0262.wav,te,db8c535d,F,mera naam naam swagat dilli hu swagat namaste,2.17,23.85,call-center,1,Detected:nl
utt_0264,s3://india-speaks/raw/pa/utt_0264.wav,gu,5efb412b,F,swagat kaise aaya namaste aapka,1.44,27.74,crowdsourced,-1,Detected:en
utt_0265,s3://india-speaks/raw/gu/utt_0265.wav,hi,c866bf90,F,hai mera hu kaise naam,4.35,50.58,call-center,1,Detected:nl
utt_0266,s3://india-speaks/raw/ml/utt_0266.wav,mr,0b4e5699,Other,ho hu aaya hai swagat se dilli hu aapka se,1.13,39.35,studio,-1,Detected:it
utt_0267,s3://india-speaks/raw/hi/utt_0267.wav,en,c341af12,Other,se hu mera aaya ho,2.97,48.85,crowdsourced,-1,Detected:it
utt_0268,s3://india-speaks/raw/ta/utt_0268.wav,hi,f6ae81dd,Other,hai naam ho naam kaise hai namaste swagat,3.93,21.58,crowdsourced,1,Detected:nl
utt_0270,s3://india-speaks/raw/te/utt_0270.wav,ml,8dfcae36,Other,hai se hai hu kaise namaste swagat kaise se,3.62,37.71,crowdsourced,1,Detected:fi
utt_0271,s3://india-speaks/raw/kn/utt_0271.wav,en,d95db05a,F,swagat kaise aapka kaise,4.2,46.42,crowdsourced,0,Detected:fi
utt_0273,s3://india-speaks/raw/ur/utt_0273.wav,en,75eeb7c7,F,swagat naam kaise hai namaste hai swagat swagat,4.59,25.33,call-center,0,Detected:nl
utt_0274,s3://india-speaks/raw/mr/utt_0274.wav,en,74846bde,Other,naam hai hai ho,3.78,34.09,studio,-1,Detected:it
utt_0275,s3://india-speaks/raw/ta/utt_0275.wav,kn,e017121f,Other,swagat se mera hu ho aapka,1.08,47.96,crowdsourced,-1,Detected:pt
utt_0276,s3://india-speaks/raw/kn/utt_0276.wav,bn,562f5b40,F,naam hai namaste namaste se naam namaste mera,3.64,46.83,call-center,1,Detected:nl
utt_0277,s3://india-speaks/raw/ta/utt_0277.wav,hi,a6abdf02,F,namaste mera mera kaise namaste mera se ho hai,1.59,53.81,studio,0,Detected:it
utt_0278,s3://india-speaks/raw/bn/utt_0278.wav,gu,700fd446,Other,ho naam kaise naam ho dilli ho aaya,1.13,21.09,call-center,1,Detected:nl
utt_0279,s3://india-speaks/raw/mr/utt_0279.wav,en,5a62130b,F,se hu aapka swagat,3.34,36.11,call-center,0,Detected:et
utt_0280,s3://india-speaks/raw/kn/utt_0280.wav,ml,c3f8a6b1,M,aapka kaise hai ho swagat,4.63,39.87,studio,0,Detected:it
utt_0281,s3://india-speaks/raw/en/utt_0281.wav,te,c7c0fad3,F,se mera namaste hai namaste aaya namaste namaste,2.65,53.3,crowdsourced,-1,Detected:sq
utt_0282,s3://india-speaks/raw/ta/utt_0282.wav,ml,f279530a,M,kaise naam se hai swagat aapka ho,1.75,50.92,studio,1,Detected:nl
utt_0283,s3://india-speaks/raw/kn/utt_0283.wav,pa,e82f5f7b,M,dilli aaya hu ho ho,4.23,37.47,studio,-1,Detected:it
utt_0284,s3://india-speaks/raw/en/utt_0284.wav,bn,b44d4998,F,naam hai hu kaise dilli swagat,2.42,41.14,crowdsourced,-1,Detected:nl
utt_0285,s3://india-speaks/raw/hi/utt_0285.wav,kn,324ad46d,F,dilli kaise se hai hai aaya dilli,1.54,54.71,studio,1,Detected:it
utt_0286,s3://india-speaks/raw/hi/utt_0286.wav,mr,68adca7f,F,namaste namaste swagat se swagat aapka swagat naam mera aaya,4.83,25.41,call-center,0,Detected:nl
utt_0287,s3://india-speaks/raw/mr/utt_0287.wav,ur,cb4f5689,M,dilli hai aaya aapka aapka aaya ho,4.51,55.92,call-center,0,Detected:en
utt_0288,s3://india-speaks/raw/gu/utt_0288.wav,pa,2354ce9a,Other,se swagat hai swagat hai aaya,2.22,52.06,crowdsourced,1,Detected:it
utt_0289,s3://india-speaks/raw/te/utt_0289.wav,bn,27e342e4,M,ho aapka aapka namaste ho,3.65,52.96,crowdsourced,1,Detected:en
utt_0290,s3://india-speaks/raw/ta/utt_0290.wav,ta,13fbc402,M,hai ho hai hu aapka ho aapka mera mera namaste,3.78,21.51,studio,0,Detected:it
utt_0291,s3://india-speaks/raw/ur/utt_0291.wav,te,5d59737c,M,namaste kaise hu swagat,2.68,41.27,studio,-1,Detected:hu
utt_0292,s3://india-speaks/raw/ta/utt_0292.wav,pa,7789c556,Other,naam mera mera ho hai,4.26,35.8,studio,-1,Detected:it
utt_0293,s3://india-speaks/raw/mr/utt_0293.wav,mr,ab6a7529,M,swagat namaste namaste hai,2.28,29.88,studio,-1,Detected:it
utt_0294,s3://india-speaks/raw/bn/utt_0294.wav,pa,4b70d142,M,hai aaya dilli ho,1.84,30.75,crowdsourced,-1,Detected:it
utt_0295,s3://india-speaks/raw/ta/utt_0295.wav,hi,4cba63d2,F,dilli aaya hai swagat se kaise,2.36,27.94,crowdsourced,1,Detected:it
utt_0296,s3://india-speaks/raw/ur/utt_0296.wav,hi,c196bc74,Other,dilli aapka mera dilli mera hai aaya,3.16,45.67,crowdsourced,1,Detected:en
utt_0297,s3://india-speaks/raw/ml/utt_0297.wav,te,bc6bf17b,M,hai swagat kaise ho hu hai ho namaste,2.46,25.01,crowdsourced,0,Detected:it
utt_0298,s3://india-speaks/raw/en/utt_0298.wav,pa,bfa5c536,M,swagat dilli namaste kaise,4.48,40.29,call-center,1,Detected:fi
utt_0299,s3://india-speaks/raw/ml/utt_0299.wav,gu,d7091e92,F,mera hai aapka,3.87,52.01,crowdsourced,0,Detected:it
utt_0300,s3://india-speaks/raw/ml/utt_0300.wav,kn,46a189e6,Other,se mera swagat aapka aapka hai dilli,2.77,46.48,call-center,0,Detected:pt
utt_0301,s3://india-speaks/raw/ml/utt_0301.wav,mr,e4984133,Other,hu hai mera kaise namaste kaise dilli aaya,2.05,57.62,call-center,1,Detected:fi
utt_0302,s3://india-speaks/raw/mr/utt_0302.wav,ml,bf813a45,F,aapka hai dilli namaste hu aaya hai aapka mera hai,2.63,28.13,studio,-1,Detected:it
utt_0303,s3://india-speaks/raw/ml/utt_0303.wav,ta,3c84c8a2,M,kaise dilli swagat hu hai hu aaya hai aaya,1.77,25.37,call-center,-1,Detected:it
utt_0304,s3://india-speaks/raw/hi/utt_0304.wav,hi,85e4f187,F,hai hai aaya ho ho,4.39,36.01,studio,0,Detected:it
utt_0305,s3://india-speaks/raw/hi/utt_0305.wav,kn,517e3945,Other,swagat naam dilli se aapka se naam,4.58,58.64,call-center,0,Detected:nl
utt_0306,s3://india-speaks/raw/pa/utt_0306.wav,en,28f06b89,Other,hai hu mera hai mera aapka hu hai,0.89,45.93,crowdsourced,-1,Detected:it
utt_0307,s3://india-speaks/raw/te/utt_0307.wav,kn,1b4cfd34,M,mera namaste hai ho swagat se aapka,2.97,59.89,studio,0,Detected:it
utt_0308,s3://india-speaks/raw/kn/utt_0308.wav,kn,25e5c1a2,M,ho hai namaste,1.8,59.94,call-center,-1,Detected:it
utt_0309,s3://india-speaks/raw/hi/utt_0309.wav,en,7abea703,Other,aaya se mera hu naam hu dilli aapka,0.91,49.73,studio,1,Detected:nl
utt_0310,s3://india-speaks/raw/kn/utt_0310.wav,gu,1bfdd746,Other,naam aapka swagat mera kaise se hai ho hu,0.6,39.04,crowdsourced,-1,Detected:nl
utt_0311,s3://india-speaks/raw/pa/utt_0311.wav,te,fc4e4902,F,aaya naam swagat ho aaya se aapka,4.78,21.92,call-center,0,Detected:nl
utt_0312,s3://india-speaks/raw/te/utt_0312.wav,pa,b6ad5a0f,F,aapka naam hai aapka naam hai naam,4.22,36.54,studio,0,Detected:nl
utt_0313,s3://india-speaks/raw/hi/utt_0313.wav,gu,7a565da5,M,aapka mera dilli mera hai kaise kaise mera hu,3.19,28.3,call-center,0,Detected:fi
utt_0314,s3://india-speaks/raw/en/utt_0314.wav,hi,7b9cef94,F,hu ho dilli,4.24,39.29,studio,1,Detected:it
utt_0315,s3://india-speaks/raw/hi/utt_0315.wav,en,8a973caf,Other,se naam kaise hai aaya aaya namaste,4.93,27.97,studio,0,Detected:nl
utt_0316,s3://india-speaks/raw/en/utt_0316.wav,gu,18bbde98,F,ho namaste se aaya ho,2.64,21.63,crowdsourced,1,Detected:it
utt_0317,s3://india-speaks/raw/te/utt_0317.wav,ml,08ba1aba,F,hai hu aapka,2.5,20.2,crowdsourced,-1,Detected:it
utt_0318,s3://india-speaks/raw/te/utt_0318.wav,hi,8d9c5311,Other,naam hai aaya aapka naam mera dilli,3.32,39.01,call-center,-1,Detected:nl
utt_0319,s3://india-speaks/raw/kn/utt_0319.wav,pa,45b62824,F,naam hu aapka aaya hai,0.5,52.74,crowdsourced,1,Detected:en
utt_0320,s3://india-speaks/raw/gu/utt_0320.wav,gu,ef9cab0b,Other,dilli hu se hai swagat namaste aapka,0.53,22.6,studio,0,Detected:pt
utt_0321,s3://india-speaks/raw/ta/utt_0321.wav,te,b50832ff,F,hai aapka namaste mera,4.4,26.19,studio,-1,Detected:en
utt_0322,s3://india-speaks/raw/bn/utt_0322.wav,ta,2a45d920,Other,hai mera swagat hai,2.25,35.56,studio,1,Detected:it
utt_0323,s3://india-speaks/raw/ml/utt_0323.wav,kn,30787f4a,Other,se hai aaya hai ho hai swagat,3.9,45.63,studio,-1,Detected:it
utt_0324,s3://india-speaks/raw/pa/utt_0324.wav,ml,4224954f,M,swagat dilli naam mera hai hai,3.82,55.59,crowdsourced,0,Detected:it
utt_0325,s3://india-speaks/raw/ur/utt_0325.wav,en,47a31387,M,kaise hai ho se mera se aapka hai aapka ho,4.15,46.49,call-center,0,Detected:it
utt_0326,s3://india-speaks/raw/gu/utt_0326.wav,ta,dc15518c,F,hai aaya hai,4.23,45.53,crowdsourced,1,Detected:it
utt_0328,s3://india-speaks/raw/bn/utt_0328.wav,ml,ae18e73c,F,mera dilli hai hu kaise,0.85,38.01,call-center,0,Detected:it
utt_0329,s3://india-speaks/raw/hi/utt_0329.wav,pa,9343df3c,F,kaise dilli ho namaste hai kaise,3.02,24.46,studio,1,Detected:fi
utt_0330,s3://india-speaks/raw/gu/utt_0330.wav,en,5fa3ff17,F,ho aaya aapka se hai hu namaste se,2.62,38.1,call-center,0,Detected:it
utt_0331,s3://india-speaks/raw/gu/utt_0331.wav,ur,4c1b3070,F,naam swagat dilli mera hai hai dilli naam naam naam,2.64,44.64,call-center,1,Detected:nl
utt_0332,s3://india-speaks/raw/mr/utt_0332.wav,en,9b5f3ca5,F,namaste aaya swagat aapka,0.62,22.17,crowdsourced,-1,
utt_0333,s3://india-speaks/raw/pa/utt_0333.wav,en,1cb3130a,F,kaise hai se aaya se aapka aaya dilli kaise hu,0.83,21.03,crowdsourced,0,Detected:fi
utt_0334,s3://india-speaks/raw/ur/utt_0334.wav,te,bac54c18,M,naam aapka aaya,3.8,40.28,crowdsourced,1,Detected:nl
utt_0335,s3://india-speaks/raw/pa/utt_0335.wav,ml,a44e4a12,M,naam se hu kaise dilli kaise hu naam,0.53,58.19,crowdsourced,-1,Detected:nl
utt_0336,s3://india-speaks/raw/kn/utt_0336.wav,te,005154a6,M,mera hai swagat dilli ho mera se,1.61,54.57,call-center,-1,Detected:it
utt_0337,s3://india-speaks/raw/ml/utt_0337.wav,ur,a5636e94,Other,hai hai swagat,2.03,32.68,studio,-1,Detected:it
utt_0338,s3://india-speaks/raw/en/utt_0338.wav,ta,828c304c,Other,kaise ho naam,1.37,34.33,call-center,-1,Detected:nl
utt_0339,s3://india-speaks/raw/ta/utt_0339.wav,ml,2049bc70,F,hai hu dilli mera swagat,3.74,35.04,studio,0,Detected:it
utt_0340,s3://india-speaks/raw/kn/utt_0340.wav,gu,690020c1,Other,mera kaise aaya aaya se ho hai aaya naam aapka,4.07,29.31,studio,-1,Detected:en
utt_0341,s3://india-speaks/raw/mr/utt_0341.wav,ur,837a9f22,M,aapka swagat naam kaise,1.59,38.23,crowdsourced,0,Detected:af
utt_0342,s3://india-speaks/raw/kn/utt_0342.wav,kn,fb979a6d,F,aaya hai dilli namaste aaya hu namaste,3.06,53.59,call-center,0,Detected:en
utt_0343,s3://india-speaks/raw/te/utt_0343.wav,mr,e37d5748,F,ho namaste dilli aapka mera aaya hai,4.0,25.78,call-center,-1,Detected:it
utt_0345,s3://india-speaks/raw/ml/utt_0345.wav,ta,45d1bc10,F,swagat aaya namaste swagat se kaise dilli,0.95,32.27,crowdsourced,1,Detected:sq
utt_0346,s3://india-speaks/raw/hi/utt_0346.wav,te,e3fabf08,Other,hai namaste hu,3.04,51.85,studio,-1,Detected:it
utt_0347,s3://india-speaks/raw/te/utt_0347.wav,en,b5508250,F,kaise namaste ho,2.53,25.36,studio,0,Detected:de
utt_0348,s3://india-speaks/raw/te/utt_0348.wav,ta,7f617afc,F,aaya mera aapka dilli,0.67,29.96,crowdsourced,-1,Detected:en
utt_0349,s3://india-speaks/raw/ta/utt_0349.wav,ur,c265d7ad,M,mera hai ho hai aaya hu namaste namaste se se,3.21,26.15,call-center,0,Detected:it
utt_0350,s3://india-speaks/raw/te/utt_0350.wav,pa,a8ba2d00,Other,hai dilli naam namaste dilli dilli ho ho aapka,2.74,51.3,call-center,0,Detected:it
utt_0351,s3://india-speaks/raw/hi/utt_0351.wav,en,97402052,Other,kaise kaise aaya hai aapka namaste ho dilli,4.03,23.25,crowdsourced,0,
utt_0352,s3://india-speaks/raw/ur/utt_0352.wav,te,9d24c875,F,hu namaste dilli,2.61,48.0,studio,1,Detected:hu
utt_0353,s3://india-speaks/raw/pa/utt_0353.wav,ta,3cf57049,Other,namaste ho hai kaise,3.36,34.81,crowdsourced,0,Detected:it
utt_0354,s3://india-speaks/raw/ta/utt_0354.wav,gu,c87893ff,Other,hu aapka ho hai hai namaste,1.75,22.69,studio,-1,Detected:it
utt_0355,s3://india-speaks/raw/bn/utt_0355.wav,pa,3e66e54f,Other,mera dilli kaise aaya swagat dilli,0.59,49.47,studio,1,Detected:en
utt_0356,s3://india-speaks/raw/kn/utt_0356.wav,ta,100b8f8c,Other,aaya hai aaya kaise naam aapka kaise,4.21,58.48,studio,0,Detected:en
utt_0357,s3://india-speaks/raw/en/utt_0357.wav,ml,ccec4c6c,Other,hai swagat aapka hu swagat dilli swagat kaise se aapka,0.96,34.89,crowdsourced,0,Detected:pt
utt_0358,s3://india-speaks/raw/hi/utt_0358.wav,ta,5ee792ca,F,hai ho aapka mera namaste hai kaise se aapka hai,3.56,49.37,studio,0,Detected:it
utt_0359,s3://india-speaks/raw/ml/utt_0359.wav,en,b9b84186,F,namaste kaise ho swagat kaise hai mera hai namaste dilli,4.61,41.73,crowdsourced,1,Detected:it
utt_0360,s3://india-speaks/raw/en/utt_0360.wav,ur,97be4367,Other,aaya aaya se naam dilli kaise se ho,0.61,54.7,call-center,0,Detected:nl
utt_0361,s3://india-speaks/raw/gu/utt_0361.wav,ta,2234cb3c,M,se naam hu,4.92,50.77,call-center,0,Detected:nl
utt_0362,s3://india-speaks/raw/pa/utt_0362.wav,kn,7f66c181,Other,aaya hu mera naam naam mera swagat,4.18,30.25,call-center,1,Detected:nl
utt_0363,s3://india-speaks/raw/ur/utt_0363.wav,bn,1aa9e7bb,M,aapka namaste se hu aapka hai,3.54,51.27,call-center,-1,Detected:pt
utt_0364,s3://india-speaks/raw/hi/utt_0364.wav,pa,678840d9,F,naam namaste hai hai hai hai se namaste,3.3,54.08,call-center,-1,Detected:it
utt_0365,s3://india-speaks/raw/ur/utt_0365.wav,pa,0ab52cba,F,se aaya ho namaste namaste namaste kaise hai,3.22,23.55,crowdsourced,1,Detected:it
utt_0366,s3://india-speaks/raw/hi/utt_0366.wav,bn,058aeb71,F,namaste hu hai naam kaise namaste swagat dilli hai,1.51,49.52,studio,1,Detected:nl
